"user_id","user_first_name","context_date","message_amount"
"1703431785","Lucas","2024-05-14","7"
"1688411534","Anny","2024-05-14","9"
"1688411534","Anny","2024-05-13","1"
"1703431785","Lucas","2024-05-13","6"
